,video ids,publish date,tags,comment count,title,description,times_viewed,times_liked,times_faved,duration in seconds,caption,privacy_status,thumbnail,localizations.en.title,localizations.en.description,title length,description length,tag count,days live,comment count/days live,times liked/days live,times viewed/days live,likes per view,Publish Day,Publish Month,tags in title,title emoji count,description emoji count,VADER sentiment - title,VADER sentiment - description
201,vEVlvmJYFmY,2018-07-16 02:59:40+00:00,"['Autism', 'ASD', 'help', 'family']",0,How You Can Help,Many have asked how they can send help. This video is a temporary solution and we appreciate all you do for our boys and the cause of autism. More videos to come. Here is the paypal account mentioned in the video:    autismfamily4ever@gmail.com,8545,337,0,340,false,public,"[array([[[0, 3, 0],
        [0, 3, 0],
        [0, 2, 0],
        ...,
        [1, 0, 6],
        [1, 0, 5],
        [1, 0, 5]],

       [[0, 3, 0],
        [0, 3, 0],
        [0, 2, 0],
        ...,
        [1, 1, 3],
        [1, 1, 3],
        [1, 1, 3]],

       [[0, 3, 0],
        [0, 3, 0],
        [0, 2, 1],
        ...,
        [1, 1, 0],
        [1, 1, 0],
        [1, 1, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,42,4,1842,0.0,0.18295331161780673,4.638979370249729,0.03943826799297835,Monday,July,0,0,1,0.4019,0.7717
202,7LdzNDEHLfs,2018-07-07 04:24:49+00:00,"['Autism', 'ASD', 'look autistic', 'family', 'friendly']",0,"""Your Child Doesn't Look Autistic!""","Has anyone ever told you that your child doesn't look autistic? Frustrating? We hope this video can help.

About the video thumbnail: During a photo shoot of our family, the kids became visibly fussy, our youngest frequently breaking down into tears. The photo is half-joking/half not joking. We decided to just roll with the kids outbursts and do an ""honest"" photo of how things really look when we aren't trying to hide the reality of our day-to-day lives.
#autism #autismawareness #autistic #autismvlogs",46582,1344,0,550,false,public,"[array([[[4, 0, 0],
        [4, 0, 0],
        [4, 0, 0],
        ...,
        [2, 2, 0],
        [2, 2, 0],
        [2, 2, 0]],

       [[2, 0, 3],
        [2, 0, 3],
        [2, 0, 1],
        ...,
        [2, 1, 0],
        [2, 1, 0],
        [2, 1, 0]],

       [[1, 0, 5],
        [1, 0, 5],
        [1, 0, 5],
        ...,
        [1, 0, 6],
        [1, 0, 6],
        [1, 0, 6]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,5,82,5,1851,0.0,0.7260940032414911,25.165856293895192,0.028852346399896957,Saturday,July,0,0,4,0.0,0.6017
203,Gke-m6PgklI,2018-06-23 23:15:20+00:00,"['summer', 'autism', 'ASD', 'Spectrum', 'water', 'sensory', 'play', 'children', 'boys', 'park', 'thrifty', 'frugal', 'stress free']",0,Autism Summer Tips for BORED Kids,"Some advice for parents of autistic children for the change of year. Is your kid BORED? Stay tuned and find out some great ways to have fun without stress.
#autism #autismawareness #autistic #autismvlogs",8726,295,0,336,false,public,"[array([[[0, 1, 3],
        [0, 1, 3],
        [0, 1, 3],
        ...,
        [0, 0, 4],
        [0, 0, 4],
        [0, 0, 4]],

       [[0, 1, 3],
        [0, 1, 3],
        [0, 1, 3],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[1, 1, 1],
        [1, 1, 1],
        [1, 1, 1],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,33,13,1864,0.0,0.1582618025751073,4.681330472103005,0.03380701352280541,Saturday,June,0,0,4,-0.2732,0.824
204,XOWlxW9-Q64,2018-06-15 21:05:25+00:00,"['Autism', 'animals', 'farm', 'therapy', 'family', 'friendly', 'fun', 'ASD']",0,Autism Animal Therapy,"The kids head to animal farm to learn about barn animals, ride horses, and feed bunnies.
#autism #autismawareness #autistic #autismvlogs",11184,262,0,501,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,3,20,8,1872,0.0,0.13995726495726496,5.9743589743589745,0.023426323319027182,Friday,June,1,0,4,0.0,0.0
205,kkZPbGXD66Y,2018-06-06 00:44:23+00:00,"['Autism', 'ASD', 'Meltdown', 'Tantrum', 'Family', 'Help with', 'sensory meltdowns', 'teaching', 'stages', 'autistic', 'education']",3385,6 stages of Autism Meltdowns (Look for these Signs),"What causes a sensory meltdown? When is a meltdown a tantrum, or both? What stages are there in a meltdown and how do you prevent meltdowns from peaking? We aim to answer those questions and help the autism community.
#autism #autismawareness #autistic #autismvlogs",761582,13928,0,762,false,public,"[array([[[1, 1, 1],
        [1, 1, 1],
        [1, 1, 1],
        ...,
        [1, 0, 6],
        [1, 0, 6],
        [1, 0, 6]],

       [[1, 1, 1],
        [1, 1, 1],
        [1, 1, 1],
        ...,
        [1, 0, 5],
        [1, 0, 5],
        [1, 0, 5]],

       [[1, 1, 1],
        [1, 1, 1],
        [1, 1, 1],
        ...,
        [1, 1, 3],
        [1, 1, 1],
        [1, 1, 1]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,9,43,11,1882,1.7986184909670564,7.400637619553667,404.6663124335813,0.018288247358787365,Wednesday,June,3,1,4,0.0,0.0
206,FGWdsl_72hg,2018-05-25 17:18:48+00:00,"['autism', 'haircut', 'ASD', 'family', 'hair', 'autism hair cut', 'autistic', 'education']",451,Autism Haircuts: The Struggle is Real,"What happens when the haircut tips and tricks don't work? Speed and simplicity are your friends. No fancy haircuts, just make them as comfortable as you can and get it done. Eventually things get better. Don't give up hope.
#autism #autismawareness #autistic #autismvlogs",259584,1984,0,385,false,public,"[array([[[4, 0, 1],
        [4, 0, 1],
        [4, 0, 1],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[4, 0, 1],
        [4, 0, 1],
        [4, 0, 1],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[2, 0, 1],
        [2, 0, 1],
        [2, 0, 1],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,43,8,1893,0.23824617010036978,1.0480718436344427,137.1283676703645,0.007642998027613412,Friday,May,0,0,4,-0.3182,0.6362
207,B1M9828SY5g,2018-05-22 22:49:42+00:00,"['redwood', 'forest', 'california', 'm83', 'coast', 'del norte', 'jedediah smith', 'prairie creek', 'fern canyon', 'friends']",0,Redwood Coast (4k),My friend and I take a spring trip to one of my favorite locations. The fog came in and the setting was just right for capturing some of God's beautiful creations.,3338,103,0,214,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,3,31,10,1896,0.0,0.054324894514767935,1.760548523206751,0.030856800479328938,Tuesday,May,0,1,0,0.0,0.9136
208,ixPIYX6Tq7U,2018-05-13 19:41:49+00:00,"['autism', 'ASD', 'deleted scenes', 'happy', 'funny', 'family']",0,Autism Family Deleted Scenes,"For those who follow our family adventures you may find this interesting. Others new to the channel will get an inside look to the daily life of autism.
#autism #autismawareness #autistic #autismvlogs",14009,367,0,659,false,public,"[array([[[1, 0, 2],
        [1, 0, 2],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[1, 0, 2],
        [1, 0, 2],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[3, 0, 2],
        [1, 0, 2],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,32,6,1905,0.0,0.19265091863517061,7.353805774278215,0.02619744449996431,Sunday,May,0,0,4,0.0,0.6731
209,clMGnaUhCHQ,2018-05-04 01:01:37+00:00,"['autism', 'family', 'theme parks', 'fun', 'fast passes', 'california', 'universal', 'ASD', 'studios']",0,Autism Vlog 20: Theme Parks,"We head to California to visit some theme parks. We also try autism shirts, dog tags, and headphones to see how well those items will help. Also discussed is theme park autism passes and how those are handled. In addition we take a little time to relax so the kids don’t get too wound up.

#autism #autismawareness #autistic #autismvlogs  #disneyland  #universalstudios 

Music from Youtube’s creator studio library and the following:



Track: Au5 - Closer (feat. Danyka Nadeau) [NCS Release]

Music provided by NoCopyrightSounds.

Watch: https://youtu.be/B-Jj017-2pQ

Free Download / Stream: http://ncs.io/CloserYO



Track: Beatcore & Ashley Apollodor - Just Stay [NCS Release]

Music provided by NoCopyrightSounds.

Watch: https://youtu.be/kz1ADo_p1SY

Free Download / Stream: http://ncs.io/JustStayYO



Disfigure - Blank [NCS Release]

Support on iTunes: http://apple.co/1FHBfuO

Download this track for FREE: https://www.hive.co/l/3go8u

Listen on Spotify: http://spoti.fi/1T9Y6bF

Listen on Apple Music: http://apple.co/1FHBfuO

Follow Disfigure:

http://www.facebook.com/DisfigureOffi...

http://www.soundcloud.com/disfigureof...

http://www.youtube.com/user/Disfigure...



Song: Rob Gasser - Ricochet [NCS Release] 

Music provided by NoCopyrightSounds.

Video: https://youtu.be/T4Gq9pkToS8

Download: http://http://ncs.io/Ricochet



Tobu - Hope [NCS Release]

Free download: http://bit.ly/tobuhopencs

Free Download: https://www.hive.co/l/3gqkk

If you like us, follow us! 

http://youtube.com/NoCopyrightSounds 

http://facebook.com/NoCopyrightSo...

http://twitter.com/NCSounds

http://soundcloud.com/nocopyrightsounds

http://google.com/+nocopyrightsounds",14634,330,0,1812,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [7, 0, 0],
        [7, 0, 1],
        [7, 0, 1]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [5, 0, 1],
        [5, 0, 1],
        [5, 0, 3]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 1, 3],
        [1, 0, 5],
        [1, 0, 5]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,5,177,9,1915,0.0,0.17232375979112272,7.64177545691906,0.022550225502255022,Friday,May,0,2,24,0.0,0.9793
210,cRf-S81CgIE,2018-04-18 17:35:20+00:00,"['YouTube', 'banned', 'censored', 'autism', 'ASD', 'take down', 'strike', 'family', 'friendly', 'family friendly']",0,YouTube Banned Our Autism Video,"YouTube has had problems with its censorship policies and I'm just one of many content creators facing this issue. I think you'll be surprised to see which video of ours they banned. Let me know your thoughts in the comments.
#autism #autismawareness #autistic #autismvlogs",15647,598,0,526,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,5,44,10,1930,0.0,0.30984455958549223,8.107253886010362,0.03821818879018342,Wednesday,April,1,0,4,-0.4588,-0.5859
211,4f0FojI84lk,2018-04-11 18:34:08+00:00,"['ASD', 'autism', '25k', 'social media', 'facebook', 'twitter', 'patreon', 'money']",0,"25k Subbed! Why no Facebook, Patreon, Twitter?","Thanks everyone for supporting this channel! I quickly discuss why we don't do other social media as well as what we do with ad revenue money and what we don't do. Take care!
#autism #autismawareness #autistic #autismvlogs",2961,165,0,195,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,37,8,1937,0.0,0.08518327310273618,1.5286525554981931,0.05572441742654509,Wednesday,April,1,2,4,-0.3595,0.7056
212,AMssGwFLgro,2018-04-04 20:57:57+00:00,"['autism', 'ASD', 'diagnosis', 'evaluation', 'official', 'ADOS-2']",16,Alistair's Autism Diagnosis,"This is it, the big one! We talk about Alistair's official diagnosis and how we are going to move forward, as well as the pros and cons of diagnosing in this particular way.
#autism #autismawareness #autistic #autismvlogs",64309,1216,0,1264,false,public,"[array([[[0, 0, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [0, 2, 0],
        [0, 2, 0],
        [0, 2, 0]],

       [[1, 0, 5],
        [1, 0, 4],
        [1, 0, 4],
        ...,
        [2, 0, 5],
        [2, 0, 5],
        [2, 0, 5]],

       [[3, 0, 7],
        [1, 0, 5],
        [1, 0, 5],
        ...,
        [4, 0, 6],
        [4, 0, 6],
        [4, 0, 6]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,3,37,6,1944,0.00823045267489712,0.6255144032921811,33.080761316872426,0.01890870640190331,Wednesday,April,0,0,4,0.0,0.3382
213,x7DEpUmJTbM,2018-03-27 17:42:29+00:00,"['autism', 'ASD', 'echolalia', 'palilalia', 'scripting', 'vocal stimming', 'verbal stimming', 'stimming']",144,Autism Palilalia?,"There are many terms for autistic behaviors. In this video we cover Echolalia, Palilalia, Scripting and Vocal Stimming.
#autism #autismawareness #autistic #autismvlogs  #speech #speechtherapy",49189,650,0,284,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 2, 1],
        [0, 2, 1],
        [0, 2, 1]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 2, 1],
        [0, 2, 1],
        [0, 2, 1]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 1, 1],
        [1, 1, 1],
        [1, 1, 1]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,2,24,8,1952,0.07377049180327869,0.33299180327868855,25.199282786885245,0.013214336538657017,Tuesday,March,0,0,6,0.0,0.0
214,JSjm-dgoVXQ,2018-03-21 20:51:02+00:00,"['Autism', 'ASD', 'Diagnosis', 'Dr. Cardon', 'ADOS 2', 'evaluation']",0,Autism Diagnosis Advice: Dr. Teresa Cardon,"It's Alistair's big day, the autism diagnosis evaluation. While we cannot show the ADOS-2 process, Dr. Teresa Cardon provides excellent advice on when to seek a diagnosis.
#autism #autismawareness #autistic #autismvlogs  #diagnosis",20169,247,0,197,false,public,"[array([[[4, 0, 5],
        [4, 0, 5],
        [4, 0, 5],
        ...,
        [1, 1, 3],
        [1, 1, 3],
        [1, 1, 3]],

       [[4, 0, 3],
        [4, 0, 3],
        [4, 0, 3],
        ...,
        [1, 1, 1],
        [1, 1, 1],
        [1, 1, 1]],

       [[2, 0, 3],
        [2, 0, 3],
        [2, 0, 3],
        ...,
        [0, 2, 0],
        [0, 2, 0],
        [0, 2, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,32,6,1958,0.0,0.1261491317671093,10.300817160367723,0.012246516931925232,Wednesday,March,2,0,6,0.0,0.5719
215,yuwv0fTeWyw,2018-03-16 18:51:57+00:00,"['autism', 'ASD', 'happy', 'Air Force', 'Museum', 'Hill Air Force', 'SR71', 'Blackbird', 'F16', 'vlog']",0,Autism Vlog 19: Hill Air Force Museum,"We head over to Hill Air Force Museum to show the boys some aircraft and talk about the hard-earned freedom we have in America.

Track: Inukshuk - Too Far Gone [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/60XUgHQo71Q
Free Download / Stream: http://ncs.io/TooFarGoneYO

#autism #autismawareness #autistic #autismvlogs",4999,133,0,453,false,public,"[array([[[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,47,10,1963,0.0,0.06775343861436577,2.5466123280692816,0.02660532106421284,Friday,March,3,2,8,0.0,0.8176
216,do5vRvD0TaU,2018-03-04 20:00:02+00:00,"['Autism', 'ASD', 'Vaccines', 'Help', 'Answer', 'MMR', 'Vaccine', 'Vaccination']",1322,Do Vaccines Cause Autism? A Simple Answer,"We hope you enjoy the video and find it helpful in the decision making process. Here are reference links to topics we discussed in the video:

Links for and against Vaccines:
https://academic.oup.com/cid/article/48/4/456/284219

https://www.cdc.gov/vaccinesafety/concerns/autism.html

http://vaxxedthemovie.com/official-complaint-letter-to-the-CDC-10-14-2014.pdf

http://www.vaccinesafetycommission.org/studies.html

https://www.ncbi.nlm.nih.gov/pubmed/22099159

https://vaccinesworkblog.wordpress.com/2017/08/10/there-is-no-science-that-shows-vaccines-cause-autism-except-explained/

http://www.publichealth.org/public-awareness/understanding-vaccines/vaccine-myths-debunked/

C-Span debate:
https://www.youtube.com/watch?v=y2MNGwNAnis

The doctors debate:
https://www.youtube.com/watch?v=6oEtF8FdqpA

Thalidomide (as mentioned in the video):
https://www.youtube.com/watch?v=41n3mDoVbvk

Doctor recommending Camel Cigarettes (as mentioned in the video):
https://www.youtube.com/watch?v=k6KboNYL3NY",83859,1553,0,628,false,public,"[array([[[2, 1, 0],
        [2, 1, 0],
        [2, 1, 0],
        ...,
        [2, 1, 0],
        [2, 1, 0],
        [2, 1, 0]],

       [[2, 0, 1],
        [2, 0, 1],
        [2, 0, 1],
        ...,
        [2, 0, 1],
        [2, 0, 1],
        [2, 0, 1]],

       [[1, 1, 1],
        [1, 1, 1],
        [1, 1, 1],
        ...,
        [1, 1, 1],
        [1, 1, 1],
        [1, 1, 1]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,62,8,1975,0.669367088607595,0.7863291139240506,42.46025316455696,0.01851918100621281,Sunday,March,4,0,44,0.0,0.8708
217,z7NeBs5wNOA,2018-02-27 01:37:07+00:00,"['Autism', 'ASD', 'early signs', 'top 10', 'prevention', 'help', 'family', 'friendly', 'family friendly', 'autistic', 'education']",614,10 Early Signs of Autism (UPDATED),"Update: This video is for educational purposes and intended for universities, libraries, general audiences, etc. THIS IS NOT a video targeted specifically to minors, nor do we collect data on minors.
How do you know if your little one has autism? This video aims to help you discover answers and covers clinical examples found in many individuals with ASD (Autism Spectrum Disorder). Also as a side note, we mention echolalia in the speech example, but this particular example (even though Alistair repeated what he heard) was also an example of palilalia (constantly repeating), for more info about repetition of words, see here...https://www.youtube.com/watch?v=x7DEpUmJTbM

https://www.patreon.com/autismfamily

#autism #autismawareness #autistic #autismvlogs #autismsigns",10249200,71570,0,398,false,public,"[array([[[4, 0, 0],
        [4, 0, 0],
        [4, 0, 0],
        ...,
        [3, 0, 0],
        [3, 0, 0],
        [3, 0, 0]],

       [[4, 0, 0],
        [4, 0, 0],
        [4, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[2, 0, 3],
        [2, 0, 3],
        [2, 0, 3],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,108,11,1981,0.3099444724886421,36.12821807168097,5173.750630994447,0.006982984037778558,Tuesday,February,1,2,6,0.0,0.2982
