,video ids,publish date,tags,comment count,title,description,times_viewed,times_liked,times_faved,duration in seconds,caption,privacy_status,thumbnail,localizations.en-GB.title,localizations.en-GB.description,title length,description length,tag count,days live,comment count/days live,times liked/days live,times viewed/days live,likes per view,Publish Day,Publish Month,tags in title,title emoji count,description emoji count,VADER sentiment - title,VADER sentiment - description
69,-c9R-IyUF9U,2018-12-30 18:07:53+00:00,"['Fresh content', 'new', 'vlogger', 'london', 'uk', 'blogs', 'style', 'fashion', 'how to', 'love', 'relationships', 'advice', 'vegan', 'spirituality', 'meditation', 'crystals', 'energg', 'vibes', 'aura', 'law of attraction', 'astral projection', 'deep', 'conversation', 'talks', 'positivity']",1,Fresh content - rebranding my channel,Feel free to make suggestions!,98,4,0,241,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,5,25,1678,0.0005959475566150178,0.0023837902264600714,0.058402860548271755,0.04081632653061224,Sunday,December,1,0,0,0.3182,0.5562
70,vlptR4JB15A,2018-12-23 03:08:40+00:00,"['locs', 'dreads', 'dreadlocs', 'bangs', 'fringe', 'how to cut bangs', 'dreadlock fringe', 'hairstyle', 'black hair', 'hair care', 'twists s', 'braids', 'fashion', 'style', 'long hair', 'curly', '2018', '2019', 'christmas']",0,How to cut bangs or a fringe into dreadlocs,Showing you how I did my bangs. Hope you enjoy and/or find useful!,149,7,0,180,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,9,13,19,1686,0.0,0.004151838671411625,0.08837485172004746,0.04697986577181208,Sunday,December,4,0,0,-0.2732,0.8516
71,JVeK8lm2eLA,2018-12-18 03:55:49+00:00,"['personal', 'thoughts', 'feelings', 'new start', 'fresh', 'hair', 'makeup', 'food', 'fashion', 'design', 'interests', '2017', '2018', 'uk', 'england', 'london', 'december', 'christmas', '2019', 'new year', 'nye', 'new year new me', 'old']",1,Changing things up,Long time no see.. I made this video in order to gain some new inspiration for future videos I want to make. Please feel free to leave your suggestions in the comment section below.,97,0,0,580,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,3,34,23,1691,0.0005913660555884093,0.0,0.05736250739207569,0.0,Tuesday,December,0,0,0,0.0,0.8834
72,AREThg1hDLk,2018-05-17 11:34:28+00:00,"['Apetamin', 'weight gain', 'supplement', 'thick', 'skinny', 'thin', 'curvy', 'fat', 'ass', 'booty', 'toned', 'muscle', 'exercise', 'work out', 'appetite stimulant', 'anti allergy', 'antihistamine', 'hayfever', 'allergies', 'spring', 'summer', 'food', 'grocery', 'shopping', 'meal plan', 'cooking', 'eating', 'how to gain weight without apetamin']",17,Apetamin for $1!?,"For UK viewers, you can buy Piriteze online from a pharmacy or from amazon. However, I recommend picking it up at the shops because it will be cheaper. As I said, you can pick it up at afforable stores such as poundland, home bargains and h&m homestores.

For US viewers,  purchasing Zyrtec is too expensive. Perrigo is a decent equivalent if you want to purchase online. But, overall, your best bet is to pick up any generic brand from the dollar store or walmart. 

If you'd rather purchase Piriteze or Perrigo online, I've included links below. 

~ UK £ VIEWERS ~

Piriteze - UK Amazon

Pills: http://amzn.eu/3Ayx8xv

Syrup: http://amzn.eu/d7d0uF8

~ US $ VIEWERS ~

Perrigo - US Amazon

Pills: http://a.co/bItZ5mV

Generic/ off-brand - US Amazon

Pills: http://a.co/ilwEzUq

Syrup: http://a.co/goRbOQv

Let me know if you've used Citirizine for weight gain before, and what your results were!",1353,16,0,1234,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,3,145,28,1905,0.008923884514435695,0.008398950131233596,0.710236220472441,0.011825572801182557,Thursday,May,1,1,6,0.0,0.9589
73,9fdgsK5O6ms,2018-05-07 23:09:25+00:00,"['aldi', 'vegan', 'vegetarian', 'grocery', 'shopping', 'haul', 'uk', 'london', 'food', 'cooking', 'healthy', 'nutritious', 'delicious', 'meal prep', 'salad', 'breakfast', 'lunch', 'dinner', 'fruit', 'sweets', 'dessert', 'pudding', 'easy', 'tips', 'advice']",0,Aldi (v) | Grocery Haul | #13,Throwback grocery haul from Aldi.,166,3,0,513,false,public,"[array([[[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,5,25,1915,0.0,0.001566579634464752,0.0866840731070496,0.018072289156626505,Monday,May,0,3,0,0.0,0.0
74,EaASJ9qOfNk,2018-04-20 07:54:27+00:00,"['vegan', 'babe', 'uk', 'london', 'british youtuber', 'vlog', 'personal', 'opinion', 'thoughts', 'positive', 'negative', 'review', 'banter', 'chat', 'primal spirit foods', 'vegan jerky', 'meat', 'substitue', 'alternative', 'vegetarian', 'healthy', 'nutritious', 'food', 'cooking', 'snack', 'breakfast', 'lunch', 'dinner']",2,Primal vegan jerky review,"Hello and welcome to yet another review. Today I review Primal Strips Meatless Vegan Jerky. For more information or to purchase some of your own, please visit their website: http://www.primalspiritfoods.com",297,9,0,1069,false,public,"[array([[[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,30,28,1933,0.0010346611484738748,0.0046559751681324365,0.1536471805483704,0.030303030303030304,Friday,April,3,0,0,0.0,0.6486
75,imxmI-G3GMo,2018-04-04 01:35:48+00:00,"['vegan', 'babe', 'uk', 'housemates', 'flatmates', 'room share', 'shared housing', 'bullying', 'mean', 'rude', 'weed', 'smoking', 'marijuana', 'house', 'home', 'life', 'feelings', 'thoughts', 'opinions', 'personal', 'vlog', 'food']",5,"'Housemates' EP 2: I must, I must confront this cunt","This is the second episode of 'Housemates' where I tell you the story of how I was bullied and abused by those I lived with. The main aim of this series is to share my experience and express my emotions. I also want to be a voice for those who aren't able to or don't feel comfortable enough to express what they're going through. Sometimes, we can feel all alone in what we're experiencing when, in reality, that isn't the truth. Just hearing that someone else is going through the same or similar thing can be so comforting and reassuring. Thank you for tuning into this video, and I hope you found it useful and/or comforting. It's very important to remember that, no matter what you're going through, you are not alone. 

Click here for episode three: (in the making, check back next month)",687,16,0,1414,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,10,144,22,1949,0.002565418163160595,0.008209338122113904,0.35248845561826575,0.023289665211062592,Wednesday,April,0,1,0,-0.6652,0.6883
76,QxdwiZKN0ZY,2018-03-16 16:17:15+00:00,"['housemates', 'episode 1', 'i didnt know what i was getting myself into', 'bullying', 'personal', 'thoughts', 'feelings', 'experience', 'opinion', 'ideas', 'sharing', 'living', 'depression', 'anxiety', 'suicide', 'anger', 'hate', 'sad', 'pain', 'home', 'issues', 'torture', 'family', 'friends', 'relationships', 'advice', 'scared', 'how to']",8,'Housemates' EP 1: I didn't know what I was getting myself into,"This is the first episode of 'Housemates' where I tell you the story of how I was bullied and abused by those I lived with. The main aim of this series is to share my experience and express my emotions. I also want to be a voice for those who aren't able to or don't feel comfortable enough to express what they're going through. Sometimes, we can feel all alone in what we're experiencing when, in reality, that isn't the truth. Just hearing that someone else is going through the same or similar thing can be so comforting and reassuring. Thank you for tuning into this video, and I hope you found it useful and/or comforting. It's very important to remember that, no matter what you're going through, you are not alone.

Click here for episode two: https://youtu.be/imxmI-G3GMo?t=1m34s",1080,16,0,2180,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,12,138,28,1967,0.004067107269954245,0.00813421453990849,0.5490594814438231,0.014814814814814815,Friday,March,0,1,4,0.0,0.6883
77,u30VEgb-4Q4,2018-03-10 19:03:02+00:00,"['body me', 'organic', 'vegan', 'vegetarian', 'paleo', 'protein bars', 'healthy', 'nutrition', 'weight management', 'gains', 'gym', 'pre', 'post', 'workout', 'british', 'uk', 'raw till 4', 'bake free', 'gluten free', 'dairy free', 'meat free', 'free from', 'taste test', 'review', 'opinion', 'thoughts', 'first impressions', 'chocolate', 'chia', 'vanilla', 'cacao', 'nibs', 'orange', 'peppermint', 'dark chocolate', 'after eights']",0,Body Me protein bars | Taste test | Review,"I'm back with another review! Today I review all 3 flavours of Body Me protein bars. They're raw, vegan and gluten free.. and yummy AF. If you'd like to see a first impressions video (gives you a bit more info about what Body Me as a company are about) click here: https://www.youtube.com/watch?v=982jXqVbqFk&t=25s",201,6,0,273,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,9,52,36,1973,0.0,0.0030410542321338066,0.10187531677648251,0.029850746268656716,Saturday,March,1,0,6,0.0,0.7959
78,982jXqVbqFk,2018-03-08 16:07:35+00:00,"['vegan', 'babe', 'uk', 'london', 'british', 'vegetarian', 'food', 'health', 'advice', 'dreadlocks', 'black hair', 'afro', 'Caribbean', 'jamaica', 'barbados', 'pisces', 'body me', 'protein bars', 'bulking', 'weight management', 'gains', 'snack', 'breackfast', 'dinner', 'lunch', 'raw', 'paleo', 'ketone', 'review', 'honest opinion', 'first impressions', 'plant based', 'ethics', 'environment friendly']",0,Body Me Protein Bars | First impressions,"Thank you to Body Me for sending me these bars in exchange for review. In this video, I share with you a bit more about Body Me as a company and give you my first impressions. To see the the review and taste test of the bars themselves, click here: https://youtu.be/u30VEgb-4Q4",134,0,0,654,false,public,"[array([[[11,  0,  0],
        [11,  0,  0],
        [11,  0,  0],
        ...,
        [ 1,  0,  7],
        [ 1,  0,  7],
        [ 1,  0,  7]],

       [[ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0],
        ...,
        [ 0,  2,  0],
        [ 0,  2,  0],
        [ 0,  2,  0]],

       [[ 0,  4,  0],
        [ 0,  4,  0],
        [ 0,  4,  0],
        ...,
        [ 0,  4,  0],
        [ 0,  4,  0],
        [ 0,  4,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,7,51,34,1975,0.0,0.0,0.06784810126582279,0.0,Thursday,March,0,0,4,0.2263,0.6808
79,qXvFknJuVs8,2018-02-27 07:25:39+00:00,"['vegan', 'babe', 'uk', 'london', 'british', 'vegetarian', 'food', 'health', 'advice', 'dreadlocks', 'black hair', 'afro', 'Caribbean', 'jamaica', 'barbados', 'pisces', 'throwback', 'thursday', 'grocery haul', 'organic', 'cotton wool', 'cotton pads', 'animal industry', 'how to shop', 'tesco', 'every little helps', 'affordable', 'cheap', 'bargain', 'oatly', 'dolmio']",0,Tesco (v) | Grocery Haul | #12,"This is a throwback grocery haul from March 2017. I didn't get around to uploading it then, but it's here now! Tell me what your favourite everyday items are, and feel free to comment any video suggestions if you have any :)",174,2,0,1484,false,public,"[array([[[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 4],
        [0, 0, 2],
        [0, 0, 2]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [3, 0, 2],
        [1, 0, 2],
        [1, 0, 2]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,42,31,1985,0.0,0.0010075566750629723,0.08765743073047859,0.011494252873563218,Tuesday,February,0,3,4,0.0,0.8671
80,phtTjO15RC4,2018-02-12 16:45:35+00:00,"['vegan', 'babe', 'uk', 'london', 'british', 'vegetarian', 'food', 'health', 'advice', 'dreadlocks', 'black hair', 'afro', 'Caribbean', 'jamaica', 'barbados', 'pisces']",0,What I ate in a day as a vegan | #8,"Pizza, pasta, salads and.. more!",196,8,0,438,false,public,"[array([[[ 1,  0,  0],
        [ 1,  0,  0],
        [ 0,  1,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 1,  0,  5],
        [ 1,  0,  5],
        [ 0,  0,  5],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 1,  0, 11],
        [ 0,  0, 11],
        [ 0,  0, 11],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,11,5,16,1999,0.0,0.00400200100050025,0.09804902451225612,0.04081632653061224,Monday,February,1,2,0,0.0,0.0
81,g49vGsRcihc,2018-02-09 13:13:19+00:00,"['vegan', 'babe', 'uk', 'london', 'british', 'vegetarian', 'food', 'health', 'advice', 'dreadlocks', 'black hair', 'afro', 'Caribbean', 'jamaica', 'barbados', 'pisces', 'eatvive', 'vive bars', 'review', 'taste test', 'snack', 'breakfast', 'lunch', 'dinner', 'nutrition', 'diet', 'weight loss', 'weight gain']",5,Vive bars | Taste test | Review (discount in desc.),"Vive bars are the perfect on-the-go snack for those of us who may be in a rush, but also want to eat clean and healthily. They're great for people with allergies to dairy, gluten and/or soya AND they contain zero refined sugars. Perfect if you're trying to lose weight (as they're low in calories) but also perfect if you're trying to gain weight (as they contain a decent amount of protein and are a clean source of additional calories) great all round!

The main ingredients are dates, peanuts, almonds, coconut nectar and pea protein. Very straightforward and simple which is what I like! Each 40 gram bar offers 10 grams of protein, around 5 grams fat, just over 15 grams carbohydrate, and a total of around 150 calories.

Thank you to EatVive for sending me these lovely bars in exchange for review. If you'd like to know more about EatVive and what they;re about, feel free to watch my first impressions video here: https://youtu.be/1Y23Rrdx9YA

If you want to order or have any questions or queries, visit the EatVive website here: https://eatvive.com and feel free to use my subscriber discount code (VEGAN 2018) which gives you 50% OFF for 3 months! OR my one-off purchase discount code (veganbabe25) which gives you 25% OFF. Type it in at the checkout, or simply click here 
https://eatvive.com/discount/veganbabe25 and the discount will be applied automatically :)",448,4,0,409,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,10,231,28,2002,0.0024975024975024975,0.001998001998001998,0.22377622377622378,0.008928571428571428,Friday,February,0,0,27,0.0,0.9967
82,1Y23Rrdx9YA,2018-02-08 10:25:03+00:00,"['vegan', 'babe', 'uk', 'london', 'british', 'vegetarian', 'food', 'health', 'advice', 'dreadlocks', 'black hair', 'afro', 'Caribbean', 'jamaica', 'barbados', 'pisces', 'vive bars', 'plant based', 'gluten free', 'dairy free', 'soya free', 'natural', 'meal replacement', 'snack', 'breakfast', 'lunch', 'dinner', 'dessert', 'cuppa', 'cup of tea', 'light', 'organic']",0,Vive bars | First impressions (discount in desc.),"Vive bars are the perfect on-the-go snack for those of us who may be in a rush, but also want to eat clean and healthily. They're great for people with allergies to dairy, gluten and/or soya AND they contain zero refined sugars. Perfect if you're trying to lose weight (as they're low in calories) but also perfect if you're trying to gain weight (as they contain a decent amount of protein and are a clean source of additional calories) great all round!

The main ingredients are dates, peanuts, almonds, coconut nectar and pea protein. Very straightforward and simple which is what I like! Each 40 gram bar offers 10 grams of protein, around 5 grams fat, just over 15 grams carbohydrate, and a total of around 150 calories.

Thank you to EatVive for sending me these lovely bars in exchange for review. This video is more of an introductory/first impressions. But, if you'd like to see the full review for these bars, please click here:

If you want to order or have any questions or queries, visit the EatVive website here: https://eatvive.com and feel free to use my subscriber discount code (VEGAN 2018) which gives you 50% off for 3 months!",285,2,0,375,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [1, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,8,201,32,2004,0.0,0.000998003992015968,0.14221556886227546,0.007017543859649123,Thursday,February,0,0,17,0.2263,0.9959
83,arErLVwUiig,2018-01-27 16:30:58+00:00,"['vegan', 'babe', 'uk', 'london', 'british', 'vegetarian', 'food', 'health', 'advice', 'dreadlocks', 'black hair', 'afro', 'Caribbean', 'jamaica', 'barbados', 'pisces', 'what introverts do', 'in their bedroom', 'in their room', 'in the bedroom', 'introvert', 'introverted', 'extroverted', 'extrovert', 'social', 'outgoing', 'shy', 'quiet', 'quiet time', 'people', 'socialising', 'family', 'friends', 'music', 'singing', 'dancing', 'netflix', 'chill', 'relax', 'eating', 'watching', 'tv', 'films', 'movies', 'computer games', 'sending emails', 'working', 'talking on the phone', 'vlogging', 'recording', 'editing']",0,What introverts do in their bedrooms,"Title says it all really. 

Pretty much everyone gets up to a few (or all) of these things at home. However, as an introvert, it's in my nature to spend more time alone. Shout out to all my fellow introverts out there! Comment below the top 3 things you spend doing the most in your room.. 

Credit to @JustAcoustic for the instrumentals! 

https://www.youtube.com/justacoustic

Fake Love - Drake https://www.youtube.com/watch?v=G-3PEY8S0z0

Work - Rihanna https://www.youtube.com/watch?v=y6jE3ucrb3Y

No copyright infringement intended.",1895,31,0,727,false,public,"[array([[[0, 0, 4],
        [0, 0, 4],
        [0, 0, 4],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,76,51,2015,0.0,0.015384615384615385,0.9404466501240695,0.016358839050131926,Saturday,January,2,0,8,0.0,0.5201
